"edu_id","match_fam_id","edu_BirthYear","edu_GenderNum","edu_GenderNum.1","edu_ParentOcc","edu_ParentSES","edu_AdmissionYear","edu_YearStart","edu_YearFinish","edu_YearsOut","edu_SchoolLeavingAge","edu_LeaveIslands","edu_CompletedEdu","edu_FurtherEduVOther","edu_StaysCompletedEdu","adult_fam.id","adult_SES","adult_Fertility","deaths_id","deaths_DeathAge"
1763,1004,1904,"0","0","",NA,1910,1910,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
3013,982,1949,"0","0","Mechanic",55.04,1953,1953,1964,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2975,954,1948,"0","0","Farm.Worker",52.02,1952,1952,1963,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
1806,1004,1907,"0","0","",NA,1911,1911,1922,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
3018,986,1949,"0","0","Farm.worker.&.printer",54.04,1953,1953,1960,NA,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
2882,883,1945,"0","0","Haulier",45.04,1950,1950,1961,NA,16,"1","0","1",NA,NA,NA,NA,NA,NA
2123,414,1913,"0","0","Coastguard",57.72,1920,1920,NA,NA,NA,"0","1",NA,1,NA,NA,NA,NA,NA
2230,404,1919,"0","0","Fisherman",52.66,1923,1923,1933,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2906,900,1946,"0","0","Builder",48.27,1950,1950,1954,NA,8,"1",NA,NA,NA,NA,NA,NA,NA,NA
2074,385,1907,"0","0","Dockyard",50.83,1918,1918,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2120,413,1910,"0","0","Coastguard",57.72,1919,1919,1923,NA,13,"1",NA,NA,NA,NA,NA,NA,NA,NA
2824,847,1943,"0","0","Farm.Labourer",52.02,1948,1948,1949,NA,6,"1",NA,NA,NA,NA,NA,NA,NA,NA
2081,390,1913,"0","0","Engineer",82.83,1918,1918,1918,NA,5,"1",NA,NA,NA,NA,NA,NA,NA,NA
2739,787,1938,"0","0","R.N.",57.72,1945,1945,1950,NA,12,"1","0","1",NA,NA,NA,NA,NA,NA
1766,1004,1905,"0","0","",NA,1909,1909,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2488,629,1928,"0","0","Farm.Labourer",52.02,1934,1934,1942,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1555,283,1897,"0","0","Carpenter",50,1906,1906,1911,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
2471,616,1928,"0","0","Labourer",34.52,1933,1933,1942,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2053,1004,1905,"0","0","",NA,1918,1918,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
1756,1004,1904,"0","0","",NA,1911,1911,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2789,1004,1939,"1","1","",NA,1947,1947,1947,NA,8,"1",NA,NA,NA,NA,NA,NA,NA,NA
2555,675,1932,"1","1","Quay.man",50.83,1937,1937,1937,NA,5,"0","1","0",1,NA,NA,NA,NA,NA
2936,923,1947,"0","0","Airport.Clerk",58.68,1951,1951,1958,NA,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
2807,1004,1938,"0","0","",NA,1947,1947,1947,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
2985,962,1944,"1","1","Hotel.Worker",48.43,1953,1953,1955,NA,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
1255,140,1884,"1","1","Lightkeeper",51.63,1892,1892,1898,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
3005,900,1949,"1","1","Builder",48.27,1953,1953,1954,NA,5,"1",NA,NA,NA,NA,NA,NA,NA,NA
2966,880,1947,"1","1","Farmer",51.61,1952,1952,1959,NA,12,"1","0","1",NA,NA,NA,NA,NA,NA
1395,219,1888,"1","1","Baker",39.63,1900,1900,1900,NA,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
2881,845,1945,"1","1","Bank.Clerk",71.98,1950,1950,1954,NA,9,"1","0","1",NA,NA,NA,NA,NA,NA
1136,91,1878,"1","1","Stone.Cutter",50.25,1886,1886,1886,NA,8,"0",NA,NA,NA,NA,NA,NA,NA,NA
2814,837,1941,"1","1","Bank.Manager",71.98,1948,1948,1948,NA,7,"0","1",NA,1,NA,NA,NA,NA,NA
2940,926,1947,"0","0","Electrician",57.47,1951,1951,1958,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
2434,593,1927,"0","0","Motor.Engineer",82.83,1931,1931,1941,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2387,555,1924,"0","0","Carpenter",50,1930,1930,1939,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
2465,560,1927,"0","0","Labourer",34.52,1933,1933,1940,NA,13,"1",NA,NA,NA,NA,NA,NA,NA,NA
1568,206,1897,"0","0","Labourer",34.52,1906,1906,1911,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
1821,1004,1903,"0","0","",NA,1911,1911,NA,NA,NA,"0","1",NA,1,NA,NA,NA,NA,NA
2195,451,1917,"0","0","Labourer",34.52,1922,1922,1931,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2395,562,1925,"0","0","Carpenter",50,1930,1930,1939,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2357,535,1922,"0","0","U.Methodist.Priest",74.23,1928,1928,1934,NA,12,"1","0","1",NA,NA,NA,NA,NA,NA
2709,776,1938,"0","0","Manager",66.98,1944,1944,1944,NA,6,"1",NA,NA,NA,NA,NA,NA,NA,NA
2178,443,1915,"0","0","Poultry.Farmer",56.59,1921,1921,1929,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1769,1004,1905,"0","0","",NA,1908,1908,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2819,842,1943,"0","0","Farmer",51.61,1948,1948,1957,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
3043,1004,1948,"0","0","",NA,1955,1955,1955,NA,7,"0","1",NA,1,NA,NA,NA,NA,NA
2334,496,1918,"0","0","Labourer",34.52,1927,1927,1928,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
2124,415,1908,"0","0","Boatman",57.2,1920,1920,1920,NA,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
1851,316,1908,"0","0","Boatman",57.2,1912,1912,1922,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2174,441,1915,"0","0","Coastguard",57.72,1921,1921,1923,NA,8,"1",NA,NA,NA,NA,NA,NA,NA,NA
1585,241,1900,"0","0","Sailor",50.99,1906,1906,1914,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2183,446,1917,"0","0","Farmer",51.61,1922,1922,1931,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1773,1004,1904,"0","0","",NA,1908,1908,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2734,783,1939,"0","0","Farmer",51.61,1945,1945,1954,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
1641,1004,1901,"0","0","",NA,1908,1908,1917,NA,16,"0",NA,NA,NA,NA,NA,NA,NA,NA
1586,190,1898,"0","0","Farmer",51.61,1906,1906,1912,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
1578,295,1899,"0","0","Engine.Driver",44.56,1906,1906,1913,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
1584,285,1900,"0","0","Labourer",34.52,1906,1906,1914,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1528,202,1895,"0","0","Carpenter",50,1906,1906,1909,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
1402,194,1894,"1","1","Boatman",57.2,1900,1900,1908,NA,14,"0",NA,NA,NA,NA,NA,NA,3810,76
2335,519,1924,"1","1","Boatman",57.2,1927,1927,1937,NA,13,"0","1",NA,1,NA,NA,NA,NA,NA
1276,149,1886,"1","1","Labourer",34.52,1893,1893,1900,NA,14,"0",NA,NA,NA,1224,40.95,2,NA,NA
1985,1004,1910,"1","1","",NA,1916,1916,1919,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
2543,668,1931,"1","1","Labourer-.Boatman",57.2,1937,1937,1945,NA,14,"0","0","1",NA,NA,NA,NA,NA,NA
2059,1004,1913,"0","0","",NA,1918,1918,1918,NA,5,"1",NA,NA,NA,NA,NA,NA,NA,NA
2477,621,1928,"0","0","Labourer",34.52,1934,1934,1942,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2937,865,1947,"0","0","Shop.Assistant",53.33,1951,1951,1962,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2463,247,1928,"1","1","Carpenter",50,1933,1933,1942,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1620,1004,1898,"0","0","",NA,1907,1907,1910,NA,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
2180,416,1918,"0","0","Carpenter",50,1922,1922,1932,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2681,754,1938,"0","0","Army",57.72,1943,1943,1943,NA,5,"1",NA,NA,NA,NA,NA,NA,NA,NA
2658,1004,1930,"0","0","",NA,1942,1942,1942,NA,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
2695,766,1937,"1","1","Labourer/R.A.F.",57.72,1943,1943,1950,NA,13,"0","1","0",1,NA,NA,NA,NA,NA
1758,1004,1905,"0","0","",NA,1908,1908,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1557,284,1895,"0","0","Labourer",34.52,1906,1906,1909,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
1755,1004,1905,"0","0","",NA,1909,1909,1919,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2312,1004,NA,"0","0","",NA,1927,1927,1928,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
1332,182,1890,"1","1","Farmer",51.61,1896,1896,1903,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
2404,570,1926,"0","0","Farm.Labourer",52.02,1930,1930,1940,NA,14,"1","0","1",NA,NA,NA,NA,NA,NA
2388,556,1924,"0","0","Labourer",34.52,1930,1930,1938,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2787,821,1936,"1","1","Baker",39.63,1947,1947,1947,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
2843,861,1936,"1","1","Baker",39.63,1949,1949,1951,NA,15,"1","0","1",NA,NA,NA,NA,NA,NA
2534,662,1929,"1","1","Farmer",51.61,1936,1936,1937,NA,8,"0","1",NA,1,NA,NA,NA,NA,NA
2919,912,1944,"1","1","Farmer",51.61,1951,1951,1954,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
2758,798,1939,"1","1","Coastguard",57.72,1945,1945,1949,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
2609,708,1934,"1","1","Farm.Labourer",52.02,1940,1940,1949,1,15,"0","1","0",1,NA,NA,NA,NA,NA
2779,1004,1941,"1","1","deceased",NA,1946,1946,1952,NA,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
2979,958,1943,"1","1","Labourer",34.52,1953,1953,1953,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
2788,1004,1938,"1","1","",NA,1947,1947,1947,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
2815,838,1935,"1","1","Fisherman",52.66,1948,1948,1948,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
2280,496,1919,"1","1","Labourer",34.52,1919,1919,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2342,496,1920,"1","1","Labourer",34.52,1928,1928,1931,2,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
2583,691,1934,"1","1","Deck.Hand",57.2,1939,1939,1949,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
3041,1004,1949,"1","1","",NA,1955,1955,1955,NA,6,"0",NA,NA,NA,NA,NA,NA,NA,NA
2811,835,1942,"1","1","Farm.Worker",52.02,1948,1948,1957,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2710,777,NA,"1","1","Labourer",34.52,1944,1944,1950,NA,NA,"1","0","1",NA,NA,NA,NA,NA,NA
3020,987,1944,"1","1","Farm.Labourer",52.02,1953,1953,1955,NA,11,"0",NA,NA,NA,NA,NA,NA,NA,NA
2817,840,1943,"1","1","Mechanic",55.04,1948,1948,1954,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
1575,294,1897,"0","0","Boatman",57.2,1906,1906,1911,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
1565,289,1897,"0","0","R.G.A.",57.72,1906,1906,1906,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
2246,1004,1917,"0","0","",NA,1924,1924,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2700,769,1938,"0","0","Builder",48.27,1944,1944,NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA,NA
2299,1004,1917,"0","0","",NA,1926,1926,1926,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
2355,532,1920,"0","0","Priest",74.23,1928,1928,1929,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
2577,589,1933,"0","0","Labourer",34.52,1938,1938,NA,NA,NA,"0","1","0",1,NA,NA,NA,NA,NA
2868,874,1944,"0","0","Farm.Labourer",52.02,1949,1949,1959,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
1934,1004,1910,"0","0","",NA,1915,1915,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2375,548,1920,"0","0","Fish.Merchant",53.49,1929,1929,1929,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
2176,442,1910,"0","0","Engineer",82.83,1921,1921,1921,NA,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
2091,395,1916,"0","0","Labourer",34.52,1919,1919,1930,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2984,961,1947,"0","0","Decorator",38.33,1953,1953,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
1981,346,1910,"0","0","Farmer",51.61,1916,1916,1925,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
2042,349,1914,"0","0","Blacksmith",46.09,1917,1917,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
1882,1004,1908,"0","0","",NA,1913,1913,1922,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1642,1004,1901,"0","0","",NA,1908,1908,1915,NA,14,"1",NA,NA,NA,NA,NA,NA,NA,NA
1980,345,1911,"0","0","R.N.R.",57.72,1916,1916,1925,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1405,165,1894,"1","1","Vestry.Clerke",58.68,1900,1900,1908,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
2341,525,1921,"1","1","Farmer",51.61,1928,1928,1935,NA,14,"1","0","1",NA,NA,NA,NA,NA,NA
2580,690,1932,"0","0","Famer",51.61,1938,1938,1943,NA,11,"0","0","1",NA,NA,NA,NA,NA,NA
2104,404,1915,"0","0","Fisherman",52.66,1919,1919,1929,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2262,485,1920,"0","0","Sailor",50.99,1925,1925,1934,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2179,395,1918,"0","0","Labourer",34.52,1921,1921,1931,NA,13,"0","1",NA,1,NA,NA,NA,NA,NA
2405,571,1925,"0","0","Farm.Labourer",52.02,1930,1930,1940,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
2164,346,1914,"0","0","Farmer",51.61,1921,1921,1929,NA,15,"0","1",NA,1,NA,NA,NA,NA,NA
2082,329,1914,"0","0","Carpenter",50,1918,1918,1928,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2361,539,1916,"0","0","Labourer",34.52,1928,1928,1928,NA,12,"0",NA,NA,NA,NA,NA,NA,NA,NA
2143,426,1912,"0","0","Lightkeeper",51.63,1920,1920,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
1534,272,1896,"0","0","Boatman",57.2,1906,1906,1910,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
1947,331,1908,"0","0","Skipper",61.88,1915,1915,1915,NA,7,"1",NA,NA,NA,NA,NA,NA,NA,NA
2070,381,1913,"0","0","Labourer",34.52,1918,1918,1927,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2041,371,1913,"0","0","Lightkeeper",51.63,1917,1917,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
1791,1004,1906,"0","0","",NA,1910,1910,1917,NA,11,"0",NA,NA,NA,NA,NA,NA,NA,NA
2980,959,1938,"1","1","Greengrocer",50.04,1953,1953,1953,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2110,269,1913,"1","1","Boatman",57.2,1919,1919,1923,NA,10,"0",NA,NA,NA,NA,NA,NA,NA,NA
1407,192,1894,"1","1","Lightkeeper",51.63,1900,1900,1902,NA,8,"1",NA,NA,NA,NA,NA,NA,NA,NA
3047,1002,1950,"1","1","Fisherman",52.66,1955,1955,1963,NA,13,"1","0","1",NA,NA,NA,NA,NA,NA
1059,50,1875,"1","1","Sailor",50.99,1882,1882,1885,NA,10,"0",NA,NA,NA,NA,NA,NA,NA,NA
1112,81,1878,"1","1","Farmer",51.61,1885,1885,1892,NA,14,"0",NA,NA,NA,NA,NA,NA,NA,NA
2917,910,1946,"1","1","Labourer",34.52,1951,1951,1951,NA,5,"1",NA,NA,NA,NA,NA,NA,NA,NA
2972,952,1948,"1","1","Smallholder",42.52,1952,1952,1959,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
2150,430,1908,"0","0","Farm.Labourer",52.02,1920,1920,1922,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2645,730,1935,"1","1","Farmer",51.61,1941,1941,1947,NA,12,"0","0","1",NA,NA,NA,NA,NA,NA
2344,526,1920,"0","0","Farmer",51.61,1928,1928,1935,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2315,453,1921,"0","0","Farmer",51.61,1927,1927,1935,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1518,1004,1894,"0","0","",NA,1906,1906,1908,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
2467,521,1928,"0","0","Labourer",34.52,1933,1933,1942,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1552,270,1896,"0","0","Farmer",51.61,1906,1906,1910,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1703,1004,1902,"0","0","",NA,1910,1910,1911,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
2026,363,1906,"0","0","Soldier",38.7,1917,1917,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
1594,1004,1899,"0","0","",NA,1907,1907,1914,NA,15,"0",NA,NA,NA,NA,NA,NA,NA,NA
1818,1004,1908,"0","0","",NA,1911,1911,NA,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1558,285,1897,"0","0","Labourer",34.52,1906,1906,1911,NA,14,"1",NA,NA,NA,NA,NA,NA,NA,NA
1911,325,1909,"0","0","Farmer",51.61,1914,1914,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2466,614,1927,"0","0","Labourer",34.52,1933,1933,1941,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1380,137,1893,"1","1","Labourer",34.52,1899,1899,1900,NA,7,"0",NA,NA,NA,NA,NA,NA,NA,NA
1339,94,1889,"1","1","Blacksmith",46.09,1896,1896,1904,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
1436,148,1894,"1","1","Labourer",34.52,1901,1901,1908,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2516,650,1930,"1","1","Labourer",34.52,1935,1935,1942,NA,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
2036,1004,1906,"1","1","",NA,1917,1917,1918,NA,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
1532,210,1895,"0","0","Labourer",34.52,1906,1906,1909,NA,14,"1",NA,NA,NA,NA,NA,NA,NA,NA
1099,15,1877,"1","1","Boatman",57.2,1884,1884,1892,NA,15,"0",NA,NA,NA,NA,NA,NA,NA,NA
2416,578,1919,"1","1","Sea.Captain-.M.Marine",61.88,1931,1931,1933,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
1540,1004,1894,"0","0","",NA,1906,1906,1908,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
2464,1004,1922,"0","0","",NA,1933,1933,1934,NA,12,"1",NA,NA,NA,NA,NA,NA,NA,NA
2780,815,1941,"0","0","Farmer",51.61,1949,1949,NA,NA,NA,"1","0","1",NA,NA,NA,NA,NA,NA
1840,311,1907,"0","0","Boatman",57.2,1912,1912,1915,NA,8,"1",NA,NA,NA,NA,NA,NA,NA,NA
2369,545,1924,"0","0","Caretaker",58.56,1929,1929,1938,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2743,1004,1938,"0","0","",NA,1945,1945,1947,NA,9,"0","0","1",NA,NA,NA,NA,NA,NA
1869,1004,1899,"1","1","",NA,1912,1912,NA,NA,NA,"0","1",NA,1,NA,NA,NA,NA,NA
1349,110,1890,"1","1","Farmer",51.61,1897,1897,1904,NA,14,"0","1","0",1,NA,NA,NA,NA,NA
2986,960,1944,"1","1","Greenkeeper",52.59,1953,1953,1954,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
2569,684,1929,"0","0","Coastguard",57.72,1938,1938,1943,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2628,717,1935,"0","0","Newsagent",50.04,1940,1940,1942,NA,7,"1","0","1",NA,NA,NA,NA,NA,NA
2754,796,1940,"0","0","Farmer",51.61,1945,1945,1951,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
2479,623,1927,"0","0","Greenkeeper",52.59,1934,1934,1934,NA,7,"1",NA,NA,NA,NA,NA,NA,NA,NA
1186,115,1878,NA,NA,"Coastguard",57.72,1887,1887,1891,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
2946,931,1947,"0","0","Farmer",51.61,1951,1951,1959,NA,12,"1","0","1",NA,NA,NA,NA,NA,NA
2939,925,1947,"0","0","Farm.Labourer",52.02,1951,1951,1958,NA,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
2962,944,1947,"1","1",".Welder",52.68,1952,1952,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
1736,1004,1904,"0","0","",NA,1911,1911,1911,NA,7,"1",NA,NA,NA,NA,NA,NA,NA,NA
2792,824,1942,"0","0","Town.Carrier",57.63,1947,1947,1957,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2719,1004,1936,"0","0","Evacuee",NA,1944,1944,1944,NA,8,"1",NA,NA,NA,NA,NA,NA,NA,NA
2747,633,1939,"0","0","Labourer",34.52,1945,1945,1945,NA,6,"0","1",NA,1,NA,NA,NA,NA,NA
2683,756,1931,"0","0","Coastguard",57.72,1943,1943,1944,NA,13,"1",NA,NA,NA,NA,NA,NA,NA,NA
2837,857,1943,"0","0","Labourer",34.52,1948,1948,1958,NA,15,"1","0","1",NA,NA,NA,NA,NA,NA
2849,1004,1943,"0","0","",NA,1949,1949,1958,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2689,761,1938,"0","0","Shopkeeper",50.04,1943,1943,1950,NA,12,"1","0","1",NA,NA,NA,NA,NA,NA
2347,529,1923,"0","0","Electrical.Dealer",63.65,1928,1928,1935,NA,12,"1","0","1",NA,NA,NA,NA,NA,NA
3023,989,1948,"0","0","A.T.C.",74.26,1954,1954,1954,NA,6,"0",NA,NA,NA,NA,NA,NA,NA,NA
2880,882,1945,"0","0","Farmer",51.61,1950,1950,1955,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
2727,1004,1937,"0","0","Evacuee",NA,1944,1944,1944,NA,7,"1",NA,NA,NA,NA,NA,NA,NA,NA
2451,603,1926,"0","0","Farm.Labourer",52.02,1932,1932,1940,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2647,732,1933,"0","0","Military",57.72,1941,1941,1941,NA,8,"0","1",NA,1,NA,NA,NA,NA,NA
2610,709,1934,"0","0","Farm.Labourer",52.02,1940,1940,1940,NA,6,"0","1",NA,1,NA,NA,NA,NA,NA
2279,1004,1921,"0","0","",NA,1925,1925,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
2899,1004,1946,"1","1","",NA,1950,1950,1961,NA,15,"0","1","0",1,NA,NA,NA,NA,NA
2823,846,1943,"1","1","Farmer",51.61,1948,1948,1954,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
2560,632,1932,"0","0","Labourer",34.52,1937,1937,1946,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2446,600,1923,"0","0","Labourer",34.52,1931,1931,1931,NA,8,"0","1",NA,1,NA,NA,NA,NA,NA
2298,1004,1917,"0","0","",NA,1926,1926,1926,NA,9,"1",NA,NA,NA,NA,NA,NA,NA,NA
2712,778,1939,"0","0","Farm.Worker",52.02,1944,1944,1952,NA,13,"0","1","0",1,NA,NA,NA,NA,NA
2638,726,1936,"0","0","Shopkeeper",50.04,1941,1941,1946,NA,10,"1","0","1",NA,NA,NA,NA,NA,NA
2597,620,1934,"0","0","Fisherman",52.66,1939,1939,1945,NA,11,"0","1",NA,1,NA,NA,NA,NA,NA
2901,896,1946,"0","0","Hotelier",58.61,1950,1950,1957,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
1204,123,1881,"1","1","Coastguard",57.72,1888,1888,1894,NA,13,"0",NA,NA,NA,NA,NA,NA,NA,NA
1444,141,1896,"1","1","Labourer",34.52,1902,1902,1907,NA,11,"1",NA,NA,NA,NA,NA,NA,NA,NA
1291,161,1886,"1","1","Policeman",44.68,1893,1893,1895,NA,9,"0",NA,NA,NA,NA,NA,NA,NA,NA
2199,1004,1912,"1","1","Widow",NA,1922,1922,1922,NA,10,"1",NA,NA,NA,NA,NA,NA,NA,NA
1370,202,1892,"1","1","Carpenter",50,1898,1898,1900,NA,8,"0",NA,NA,NA,NA,NA,NA,NA,NA
2043,372,1914,"0","0","Sergeant.Major",49.22,1917,1917,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,NA
2805,645,1942,"1","1","Laboourer",34.52,1947,1947,1957,NA,15,"1","0","1",NA,NA,NA,NA,NA,NA
2530,646,1931,"1","1","Photographer",59.83,1936,1936,1942,NA,11,"0","1",NA,1,NA,NA,NA,NA,NA
2584,667,1933,"1","1","Farmer",51.61,1939,1939,1949,NA,16,"0","1",NA,1,NA,NA,NA,NA,NA
2420,582,1928,"1","1","Domestic.help",48.43,1931,1931,1942,1,14,"0","1",NA,1,NA,NA,NA,NA,NA
2605,705,1930,"1","1","Port.Supervisor",60.75,1939,1939,1941,NA,11,"0","1",NA,1,NA,NA,NA,NA,NA
2862,868,1944,"1","1","Farm.Labourer",52.02,1949,1949,1959,NA,15,"1","0","1",NA,NA,NA,NA,NA,NA
2478,622,1929,"1","1","Shopkeeper",50.04,1934,1934,1940,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
2629,1004,1929,"1","1","",NA,1940,1940,1943,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2793,578,1942,"1","1","Sea.Cap",61.88,1947,1947,1953,NA,11,"1","0","1",NA,NA,NA,NA,NA,NA
2382,551,1925,"1","1","Labourer",34.52,1929,1929,1939,NA,14,"0","1",NA,1,NA,NA,NA,NA,NA
2924,915,1946,"1","1","Farmer",51.61,1951,1951,1958,NA,12,"1","0","1",NA,NA,NA,NA,NA,NA
2707,774,1939,"1","1","Farmer",51.61,1944,1944,1946,NA,7,"1",NA,NA,NA,NA,NA,NA,NA,NA
